unique_id	corpus	match_position	year	author	plaintext	status	kommer_position	att_position	verb_position	verb_lemma	distance_to_att_words	distance_to_att_symbols	distance_to_verb_words	distance_to_verb_symbols	voice	inf_length	att_before	distance_att_before_words	distance_att_before_symbols	att_between	att_after	distance_att_after_words	distance_att_after_symbols	subject_id	subject_form	subject_lemma	subject_type	subject_pos	subject_relpos	genre	month	day	time	text_id	thread_id	poslist	section	shortsection	userid
2392	DN1987	3210241	1987		-- Många av de killar som visade upp sig i dag kommer att låta tala om sig framöver .	omission	12	0	14	låta	1	1	2	4	active	2	0			1	0			2	Många	mången	other	PN	before	news	08	27				MID PN PP DT NN HP VB PL PN PP NN VB IE VB VB PL PN AB MAD			
2393	DN1987	3211960	1987		-- Jag har aldrig tidigare vågat , och kommer aldrig i framtiden att våga , skriva till någon så högt uppsatt person som Ers höghet , står det i ett av de cirka 80 brev som har nått den svenske statsministern .	att	9	13	14	våga	4	17	5	20	active	1	0			1	0			0						news	08	21				MID PN VB AB AB VB MID KN VB AB PP NN IE VB MID VB PP DT AB AB PC NN KN NN NN MID VB PN PP DT PP DT AB RG NN HP VB VB DT JJ NN MAD			
2394	DN1987	3213339	1987		Den svenske utrikesministern avslöjade också att han i november kommer att förlänga den planerade resan till Sydamerika med ett besök i Nicaragua och Costa Rica .	att	10	11	12	förlänga	1	1	2	4	active	1	1	4	13	1	0			7	han	han	other	PN	before	news	08	26				DT JJ NN VB AB SN PN PP NN VB IE VB DT PC NN PP PM PP DT NN PP PM KN PM PM MAD			
2395	DN1987	3214358	1987		Ferm kommer att erbjudas en annan post inom utrikesförvaltningen .	att	2	3	4	erbjuda	1	1	2	4	s-form	1	0			1	0			1	Ferm	Ferm	other	PM	before	news	08	21				PM VB IE VB DT JJ NN PP NN MAD			
2396	DN1987	3214385	1987		Jan Eliasson kommer att stå till utrikesminister Sten Anderssons förfogande fram till i mars nästa år , då han tillträder i New York .	att	3	4	5	stå	1	1	2	4	active	1	0			1	0			1	Jan	Jan	other	PM	before	news	08	21				PM PM VB SN VB PP NN PM PM NN PL PP PP NN JJ NN MID HA PN VB PP PM PM MAD			
2397	DN1987	3214650	1987		Här kommer drottningen säkert att spräcka programmet .	att	2	5	6	spräcka	3	18	4	21	active	1	0			1	0			3	drottningen	drottning	other	NN	after	news	08	24				AB VB NN AB IE VB NN MAD			
2398	DN1987	3215028	1987		Hansta med drygt 8 000 nya lägenheter kommer att dominera byggandet under början av 90-talet .	att	8	9	10	dominera	1	1	2	4	active	1	0			1	0			1	Hansta	Hansta	other	PM	before	news	08	20				PM PP AB RG RG JJ NN VB IE VB NN PP NN PP NN MAD			
2400	DN1987	3216993	1987		Säkerligen kommer Mugabe att se till att några av ersättarna blir vita ' liberaler ' .	att	2	4	5	se	2	7	3	10	active	1	0			1	1	2	5	3	Mugabe	Mugabe	other	PM	after	news	08	22				AB VB PM IE VB PP SN PN PP NN VB JJ PAD NN PAD MAD			
2402	DN1987	3217440	1987		Polisutredningen kring härvan väntas bli klar i nästa vecka , och därefter kommer chefsåklagare K G Svensson att besluta om åtal ska väckas mot någon eller några .	att	13	18	19	besluta	5	24	6	27	active	1	0			1	0			15	K	K	other	PM	after	news	08	22				NN PP NN VB VB JJ PP JJ NN MID KN AB VB NN PM PM PM IE VB PP NN VB VB PP PN KN PN MAD			
2405	DN1987	3220739	1987		Det stora intresset bland svenska folket gör att Nationalencyklopedin nu kommer att fullföljas .	att	11	12	13	fullfölja	1	1	2	4	s-form	1	1	3	23	1	0			9	Nationalencyklopedin	Nationalencyklopedi	other	NN	before	news	08	23				DT JJ NN PP JJ NN VB SN NN AB VB IE VB MAD			
2406	DN1987	3220758	1987		Min bedömning är dock att Bra Böcker underskattat det redaktionella arbetets omfattning , vilket man kommer att bli varse under hösten när Aartiklarna börjar komma .	att	16	17	18	bli	1	1	2	4	active	1	1	10	65	1	0			15	man	man	other	PN	before	news	08	23				PS NN VB AB SN JJ NN VB PN JJ NN NN MID HP PN VB IE VB JJ PP NN HA NN VB VB MAD			
2409	DN1987	3227950	1987		Järnvägen kommer att få förbättrad konkurrenskraft så att SJ kan konkurrera med landsvägstrafiken .	att	2	3	4	få	1	1	2	4	active	1	0			1	1	4	28	1	Järnvägen	järnväg	other	NN	before	news	08	25				NN VB IE VB PC NN AB SN PM VB VB PP NN MAD			
2410	DN1987	3231828	1987		Barns disciplinära åtgärder gentemot lärare och varandra tillskrivs tidsandan och kommer också framgent att sakna lösning och lagrum . )	att	11	14	15	sakna	3	14	4	17	active	1	0			1	0			0						news	08	27				NN JJ NN PP NN KN PN VB NN KN VB AB AB IE VB NN KN NN MAD PAD			
2411	DN1987	3235417	1987		Under förberedelsearbetet har man inte kunnat enas om något förslag till slutdokument och den ena av de två supermakterna , USA , kommer inte ens att delta i överläggningarna .	att	23	26	27	delta	3	8	4	11	active	1	0			1	0			0						news	08	23				PP NN VB PN AB VB VB PP DT NN PP NN KN DT JJ PP DT RG NN MID PM MID VB AB AB IE VB PP NN MAD			
2412	DN1987	3235802	1987		Den undervärdering människor i vårdyrken är utsatta för är en stor skam , en ond svulst som förstör och kommer att förstöra ännu mer i vårt samhälle .	att	20	21	22	förstöra	1	1	2	4	active	1	0			1	0			0						news	08	26				DT NN NN PP NN VB PC PP VB DT JJ NN MID DT JJ NN HP VB KN VB IE VB AB AB PP PS NN MAD			
2413	DN1987	3236037	1987		Det är ännu oklart hur stort belopp var och en kommer att få .	att	11	12	13	få	1	1	2	4	active	1	0			1	0			7	belopp	belopp	other	NN	before	news	08	25				PN VB AB JJ HA JJ NN PN KN PN VB IE VB MAD			
2415	DN1987	3240744	1987		Det kommer att bli två studier , varav den första kommer att gälla cirka 300 aidspatienter och den andra cirka 1500 HIV-positiva personer .	att	2	3	4	bli	1	1	2	4	active	1	0			1	1	7	31	1	Det	den	dummy	PN	before	news	08	19				PN VB IE VB RG NN MID HA DT RO VB IE VB AB RG NN KN DT JJ AB RG JJ NN MAD			
2416	DN1987	3240753	1987		Det kommer att bli två studier , varav den första kommer att gälla cirka 300 aidspatienter och den andra cirka 1500 HIV-positiva personer .	att	11	12	13	gälla	1	1	2	4	active	1	1	7	28	1	0			10	första	första	other	RO	before	news	08	19				PN VB IE VB RG NN MID HA DT RO VB IE VB AB RG NN KN DT JJ AB RG JJ NN MAD			
2417	DN1987	3245977	1987		Tre och en halv månad återstår innan Mogren , Svan och Co drar i gång den 12 december i Frankrike och fortfarande vet ingen vilka regler som kommer att gälla !	omission	28	0	30	gälla	1	1	2	4	active	1	0			1	0			27	som	som	other	HP	before	news	08	22				RG KN DT JJ NN VB SN PM MID PM KN PM VB PP NN DT RG NN PP PM KN AB VB DT HD NN HP VB IE VB MAD			
2419	DN1987	3247166	1987		Kultur , sidan 4 Telechefen vill slopa monopolet ' Jag kommer i höst att föreslå att televerkets formella monopol upphör ' , skriver chefen för televerket , generaldirektör Tony Hagström .	omission	11	0	15	föreslå	3	6	4	9	active	1	0			1	1	1	1	10	Jag	jag	other	PN	before	news	08	22				NN MID NN RG NN VB VB NN PAD PN VB PP NN IE VB SN NN JJ NN VB PAD MID VB NN PP NN MID NN PM PM MAD			
2420	DN1987	3247563	1987		-- Vi kommer naturligtvis att vara observanta och fortsätta spaningarna från helikopter över området .	att	3	5	6	vara	2	13	3	16	active	1	0			1	0			2	Vi	vi	dummy	PN	before	news	08	21				MID PN VB AB IE VB JJ KN VB NN PP NN PP NN MAD			
2421	DN1987	3248767	1987		Vad som kommer att ske på längre sikt står dock skrivet i stjärnorna .	att	3	4	5	ske	1	1	2	4	active	1	0			1	0			1	Vad	vad	other	HP	before	news	08	23				HP HP VB IE VB PP JJ NN VB AB PC PP NN MAD			
2422	DN1987	3248965	1987		Författarbiografierna blir många men korta , och det är oklart hur översiktsartiklarna kommer att utformas .	att	13	14	15	utforma	1	1	2	4	s-form	1	0			1	0			12	översiktsartiklarna	översiktsartikel	other	NN	before	news	08	23				NN VB JJ KN JJ MID KN PN VB JJ HA NN VB IE VB MAD			
2423	DN1987	3249167	1987		Jag tror han kommer att vara långt framme .	att	4	5	6	vara	1	1	2	4	active	1	0			1	0			3	han	han	other	PN	before	news	08	23				PN VB PN VB IE VB AB AB MAD			
2424	DN1987	3249947	1987		De verksamhetsriktlinjer som utstakades kommer att fullföljas och det ljusa minnet av Nils Eneström kommer att bestå .	att	5	6	7	fullfölja	1	1	2	4	s-form	1	0			1	1	9	38	0						news	08	21				DT NN HP VB VB IE VB KN DT JJ NN PP PM PM VB IE VB MAD			
2425	DN1987	3249957	1987		De verksamhetsriktlinjer som utstakades kommer att fullföljas och det ljusa minnet av Nils Eneström kommer att bestå .	att	15	16	17	bestå	1	1	2	4	active	1	1	9	42	1	0			8	och	och	other	KN	before	news	08	21				DT NN HP VB VB IE VB KN DT JJ NN PP PM PM VB IE VB MAD			
2426	DN1987	3250159	1987		Den nicaraguanske utrikesministern sade att om USA förnyar stödet till contras när det gamla löper ut i slutet av september kommer det att bli mycket svårt av förverkliga fredsplanen .	att	21	23	24	bli	2	4	3	7	active	2	1	16	66	1	0			22	det	den	other	PN	after	news	08	24				DT JJ NN VB SN SN PM VB NN PP NN HA DT JJ VB PL PP NN PP NN VB PN IE VB AB AB AB VB NN MAD			
2427	DN1987	3255562	1987		Jag är övertygad om att televerkskoncernen tack vare sin kunniga personal kommer att hävda sig väl på framtidens svenska marknad .	att	12	13	14	hävda	1	1	2	4	active	1	1	7	45	1	0			6	televerkskoncernen	televerkskoncernen	other	NN	before	news	08	22				PN VB PC PP SN NN NN VB PS JJ NN VB IE VB PN AB PP NN JJ NN MAD			
2429	DN1987	3256509	1987		Och Alf Andersson lovar att det kommer att finnas pengar för ändamålet .	att	7	8	9	finnas	1	1	2	4	s-form	1	1	2	4	1	0			6	det	den	dummy	PN	before	news	08	26				KN PM PM VB SN PN VB IE VB NN PP NN MAD			
2430	DN1987	3257920	1987		Föregående säsongs regler för världscupen kritiserades och kommer nu att diskuteras närmast i Davos första helgen i september då FIS sammanträder .	att	8	10	11	diskutera	2	3	3	6	s-form	1	0			1	0			0						news	08	22				PC NN NN PP NN VB KN VB AB IE VB AB PP PM RO NN PP NN HA PM VB MAD			
2431	DN1987	3262536	1987		I så fall är det framför allt kvinnorna som kommer att få offra sig .	att	10	11	12	få	1	1	2	4	active	2	0			1	0			9	som	som	other	HP	before	news	08	25				PP AB NN VB PN PP PN NN HP VB IE VB VB PN MAD			
2433	DN1987	3263504	1987		Därför kommer jag i höst att föreslå att televerkets formella monopol upphävs och därmed bestämmelserna anpassas till verkligheten .	att	2	6	7	föreslå	4	9	5	12	active	1	0			1	1	1	1	3	jag	jag	other	PN	after	news	08	22				AB VB PN PP NN IE VB SN NN JJ NN VB KN AB NN VB PP NN MAD			
2434	DN1987	3264602	1987		Järnvägslinjen , en huvudled mellan öst och väst , kommer att vara stängd i minst tio dagar .	att	10	11	12	vara	1	1	2	4	active	1	0			1	0			1	Järnvägslinjen	järnvägslinje	other	NN	before	news	08	26				NN MID DT NN PP NN KN NN MID VB IE VB PC PP AB RG NN MAD			
2435	DN1987	3265667	1987		Så länge det finns missbrukare kommer det att finnas langare som förser dem med droger .	att	6	8	9	finnas	2	4	3	7	s-form	1	0			1	0			7	det	den	other	PN	after	news	08	27				AB AB PN VB NN VB PN IE VB NN HP VB PN PP NN MAD			
2436	DN1987	3266877	1987		Under den kommande veckan utser förlaget den nye chefredaktören och samtidigt kommer man att presentera konkreta skisser på hur Nationalencyklopedin ska se ut .	att	12	14	15	presentera	2	4	3	7	active	1	0			1	0			13	man	man	other	PN	after	news	08	23				PP DT PC NN VB NN DT JJ NN KN AB VB PN IE VB JJ NN PP HA NN VB VB PL MAD			
2438	DN1987	3274870	1987		Arbetsgruppen för svensk folkriksdag för nedrustning , som varit pådrivande i de ickestatliga organisationernas förberedelsearbete , kommer också att ha fyra observatörer med i New York under konferensen .	att	17	19	20	ha	2	6	3	9	active	1	0			1	0			1	Arbetsgruppen	arbetsgrupp	other	NN	before	news	08	23				NN PP JJ NN PP NN MID HP VB PC PP DT JJ NN NN MID VB AB IE VB RG NN PP PP PM PM PP NN MAD			
2439	DN1987	3275172	1987		De kommer närmast att besöka Östberga , Hässelbygård och Spånga .	att	2	4	5	besöka	2	8	3	11	active	1	0			1	0			1	De	de	dummy	PN	before	news	08	26				PN VB JJ IE VB PM MID PM KN PM MAD			
2440	DN1987	3277323	1987		Men denna Här-är-TV 1:s-liv-kavalkad kommer inte att handla om TV:s historia -- inga repriser , inga minnesfilmer från förr .	att	5	7	8	handla	2	5	3	8	active	1	0			1	0			4	1:s-liv-kavalkad	1:s-liv-kavalkad	other	NN	before	news	08	23				KN DT NN NN VB AB IE VB PP NN NN MID DT NN MID DT NN PP AB MAD			
2443	DN1987	3281681	1987		Några i gisslan har dränkts in i alkohol och kommer att bli levande facklor om polisen stormar .	att	10	11	12	bli	1	1	2	4	active	1	0			1	0			0						news	08	27				PN PP NN VB VB PL PP NN KN VB IE VB PC NN PP NN NN MAD			
2444	DN1987	3282611	1987		Generaldirektören utlovade att socialstyrelsen kommer att ägna ökad uppmärksamhet åt denna fråga vid besök och inspektioner i de olika landstingen .	att	5	6	7	ägna	1	1	2	4	active	1	1	2	16	1	0			4	socialstyrelsen	socialstyrelse	other	NN	before	news	08	20				NN VB SN NN VB IE VB PC NN PP DT NN PP NN KN NN PP DT JJ NN MAD			
2445	DN1987	3284207	1987		Bygget kommer att kosta en miljard kronor men kommer inte att leda till ökad sysselsättning , snarare tvärtom .	att	2	3	4	kosta	1	1	2	4	active	1	0			1	1	7	29	1	Bygget	bygge	other	NN	before	news	08	21				NN VB IE VB RG RG NN KN VB AB IE VB PP PC NN MID AB AB MAD			
2446	DN1987	3284214	1987		Bygget kommer att kosta en miljard kronor men kommer inte att leda till ökad sysselsättning , snarare tvärtom .	att	9	11	12	leda	2	5	3	8	active	1	1	6	24	1	0			0						news	08	21				NN VB IE VB RG RG NN KN VB AB IE VB PP PC NN MID AB AB MAD			
2447	DN1987	3284248	1987		Tidpunkten för den tredje samtalsrundan kommer att tillkännages senare , sade diplomaten .	att	6	7	8	tillkännage	1	1	2	4	s-form	1	0			1	0			1	Tidpunkten	tidpunkt	other	NN	before	news	08	20				NN PP DT RO NN VB IE VB AB MID VB NN MAD			
2448	DN1987	3285536	1987		-- Jag tror inte att den här debatten kommer att skada oss .	att	9	10	11	skada	1	1	2	4	active	1	1	4	15	1	0			8	debatten	debatt	other	NN	before	news	08	25				MID PN VB AB SN DT AB NN VB IE VB PN MAD			
2449	DN1987	3285636	1987		För en kort tid kommer det alltså att finnas en fördubblad brittisk styrka .	att	5	8	9	finnas	3	10	4	13	s-form	1	0			1	0			6	det	den	dummy	PN	after	news	08	21				PP DT JJ NN VB PN AB IE VB DT PC JJ NN MAD			
2450	DN1987	3285652	1987		Huruvida de fartyg som skulle hem kommer att stanna kvar ytterligare vet man inte .	att	7	8	9	stanna	1	1	2	4	active	1	0			1	0			0						news	08	21				SN DT NN HP VB PL VB IE VB PL AB VB PN AB MAD			
2451	DN1987	3287695	1987		Han kommer med all säkerhet att låta höra talas om sig framöver , säger Hans Berglind , lagledare för stockholmarna .	att	2	6	7	låta	4	15	5	18	active	3	0			1	0			1	Han	han	other	PN	before	news	08	26				PN VB PP DT NN IE VB VB VB PP PN AB MID VB PM PM MID NN PP NN MAD			
2452	DN1987	3287715	1987		Kommer de också att minnas sin barndoms cirkus i Lindholmen i samma softade ljus som jag minns min i Vallentuna ?	att	1	4	5	minnas	3	8	4	11	s-form	1	0			1	0			4	att	att	other	IE	after	news	08	27				VB PN AB IE VB PS NN NN PP PM PP DT VB NN HP PN VB NN PP PM MAD			
2453	DN1987	3290762	1987		Vilka nya åtgärder kommer nu till hösten att sättas in mot ökningen av missbruket i vårt centrum ?	att	4	8	9	sätta	4	13	5	16	s-form	1	0			1	0			3	åtgärder	åtgärd	other	NN	before	news	08	27				HD JJ NN VB AB PP NN IE VB PL PP NN PP NN PP PS NN MAD			
2454	DN1987	3292828	1987		Det är nu klart att Davis Cup-semifinalen mellan Spanien och Sverige den 2 -- 4 oktober kommer att spelas i Barcelona .	att	17	18	19	spela	1	1	2	4	s-form	1	1	12	58	1	0			16	oktober	oktober	other	NN	before	news	08	20				PN VB AB JJ SN PM PM PP PM KN PM DT RG NN RG NN VB IE VB PP PM MAD			
2455	DN1987	3294150	1987		Utsläppen kommer att vara mindre år 2000 än i början av 50-talet , trots att bilarnas antal då har ökat 15 gånger och körs längre varje år .	att	2	3	4	vara	1	1	2	4	active	1	0			1	1	10	37	1	Utsläppen	utsläpp	other	NN	before	news	08	25				NN VB IE VB JJ NN RG KN PP NN PP NN MID PP SN NN NN AB VB VB RG NN KN VB AB DT NN MAD			
2456	DN1987	3295021	1987		' Motocrossligan ' , en grupp 20-åriga ynglingar , kommer att åtalas för stöld och häleri .	att	10	11	12	åtala	1	1	2	4	s-form	1	0			1	0			0						news	08	27				PAD PM PAD MID DT NN JJ NN MID VB IE VB PP NN KN NN MAD			
2457	DN1987	3298244	1987		Våningsplanet kommer också att fungera som dagcentral för människor med åldersdement beteende som fortfarande bor hemma .	att	2	4	5	fungera	2	6	3	9	active	1	0			1	0			1	Våningsplanet	våningsplan	other	NN	before	news	08	27				NN VB AB IE VB KN NN PP NN PP JJ NN HP AB VB PL MAD			
2458	DN1987	3298860	1987		Han skriver de enda analyser som kommer att stå sig över veckan .	att	7	8	9	stå	1	1	2	4	active	1	0			1	0			6	som	som	other	HP	before	news	08	24				PN VB DT JJ NN HP VB IE VB PN PP NN MAD			
2459	DN1987	3299026	1987		Som framtiden ser ut kommer han att få föga tid över för de ' snuttar ' han en gång började med som ung grön entusiast på nystartade TV 2 .	att	5	7	8	få	2	4	3	7	active	1	0			1	0			6	han	han	other	PN	after	news	08	23				KN NN VB PL VB PN IE VB AB NN PP PP DT PAD NN PAD PN DT NN VB PL KN JJ JJ NN PP JJ NN RG MAD			
2460	DN1987	3299510	1987		Nu kommer SM-uppgörelsen att stå mellan Sundbyberg och Leksand .	att	2	4	5	stå	2	15	3	18	active	1	0			1	0			3	SM-uppgörelsen	SM-uppgörelsen	other	NN	after	news	08	26				AB VB NN IE VB PP PM KN PM MAD			
2461	DN1987	3301516	1987		De domare som kommer att döma i Boforsaffären deltar inte i någon debatt .	att	4	5	6	döma	1	1	2	4	active	1	0			1	0			3	som	som	other	HP	before	news	08	22				DT NN HP VB IE VB PP NN VB AB PP DT NN MAD			
2462	DN1987	3301702	1987		Vi är många som kommer att sakna Tommy McClennans ettriga signatur till ' Mera blues ' och Soldings blandningar av gamla och nya blå tongångar från såväl Mississippideltat som Mälardalen .	att	5	6	7	sakna	1	1	2	4	active	1	0			1	0			4	som	som	other	HP	before	news	08	24				PN VB PN HP VB IE VB PM PM JJ NN PP PAD JJ NN PAD KN PM NN PP JJ KN JJ JJ NN PP KN PM KN PM MAD			
2463	DN1987	3301925	1987		Men Anders kommer att kvarstå som lagets tekniske tränare och kommer att hålla i träningen en dag i veckan .	att	3	4	5	kvarstå	1	1	2	4	active	1	0			1	1	7	34	2	Anders	Anders	other	PM	before	news	08	20				KN PM VB IE VB KN NN JJ NN KN VB IE VB PP NN DT NN PP NN MAD			
2464	DN1987	3301933	1987		Men Anders kommer att kvarstå som lagets tekniske tränare och kommer att hålla i träningen en dag i veckan .	att	11	12	13	hålla	1	1	2	4	active	1	1	7	35	1	0			0						news	08	20				KN PM VB IE VB KN NN JJ NN KN VB IE VB PP NN DT NN PP NN MAD			
2465	DN1987	3302036	1987		Det kommer att hända mycket i de sista omgångarna , menar Bosse Falk .	att	2	3	4	hända	1	1	2	4	active	1	0			1	0			1	Det	den	dummy	PN	before	news	08	23				PN VB IE VB PN PP DT JJ NN MID VB PM PM MAD			
2466	DN1987	3303896	1987		Trots de höga kostnaderna ( bara Mälarbanan : 2,9 miljarder kr i fasta investeringar plus 700 miljoner för tåg och vagnar ) kommer satsningarna att löna sig väl i det långa loppet , har generaldirektören räknat ut tillsammans med sina ekonomiska experter .	att	23	25	26	löna	2	13	3	16	active	1	0			1	0			24	satsningarna	satsning	other	NN	after	news	08	27				PP DT JJ NN PAD AB NN MID RG NN NN PP JJ NN AB RG NN PP NN KN NN PAD VB NN IE VB PN AB PP DT JJ NN MID VB NN VB PL AB PP PS JJ NN MAD			
2467	DN1987	3304983	1987		Sannolikt har man redan nu förhandsbeställningar och intresseanmälningar som indikerar att man med bred marginal kommer att sälja de 40 000 uppsättningar som krävs för att det ska gå jämnt upp .	att	16	17	18	sälja	1	1	2	4	active	1	1	5	19	1	1	8	32	12	man	man	other	PN	before	news	08	23				AB VB PN AB AB NN KN NN HP VB SN PN PP JJ NN VB IE VB DT RG RG NN HP VB PP SN PN VB VB AB AB MAD			
2468	DN1987	3306583	1987		-- Personligen tror jag att detta nya läkemedel mot cancer också kommer att innehålla någon annan substans som stärker effekten , t ex interferon , säger Karl-Erik Hellström .	att	12	13	14	innehålla	1	1	2	4	active	1	1	7	32	1	0			8	läkemedel	läkemedel	other	NN	before	news	08	22				MID AB VB PN SN PN JJ NN PP NN AB VB IE VB DT JJ NN HP VB NN MID UO UO NN MID VB PM PM MAD			
2469	DN1987	3307674	1987		Det anses dock inte troligt att tecken på en ökad tillväxttakt kommer att hjälpa dollarn , eftersom högre efterfrågan i USA är ägnad att driva upp importen och öka underskottet i handelsbalansen .	att	12	13	14	hjälpa	1	1	2	4	active	1	1	6	27	1	1	9	43	7	tecken	tecken	other	NN	before	news	08	21				PN VB AB AB JJ SN NN PP DT PC NN VB IE VB NN MID SN JJ NN PP PM VB PC IE VB PL NN KN VB NN PP NN MAD			
2470	DN1987	3308648	1987		VD Gösta Hildingsson kommer att driva kättingtillverkningen vidare i egen regi -- och med oförminskad personalstyrka .	att	4	5	6	driva	1	1	2	4	active	1	0			1	0			2	Gösta	Gösta	other	PM	before	news	08	22				NN PM PM VB IE VB NN AB PP JJ NN MID KN PP JJ NN MAD			
2471	DN1987	3309049	1987		Enligt poliskällor i Noumea kommer Frankrike att sända ett tusental gendarmer och kravallpoliser till Nya Kaledonien inför den kontroversiella folkomröstningen .	att	5	7	8	sända	2	10	3	13	active	1	0			1	0			6	Frankrike	Frankrike	other	PM	after	news	08	23				PP NN PP PM VB PM IE VB DT NN NN KN NN PP JJ NN PP DT JJ NN MAD			
2474	DN1987	3310942	1987		Det är framförallt de som kommer att få fritidshemmet till granne som protesterar .	att	6	7	8	få	1	1	2	4	active	1	0			1	0			5	som	som	other	HP	before	news	08	26				PN VB AB PN HP VB IE VB NN PP NN HP VB MAD			
2475	DN1987	3313851	1987		Trots alla offer kommer vit att få en pjäs mer efter 25 .	att	4	6	7	få	2	4	3	7	active	1	0			1	0			0						news	08	23				PP DT NN VB JJ IE VB DT NN AB PP RG MAD			
2478	DN1987	3317121	1987		Alla som är HIV-smittade och samtliga aidspatienter kommer att erbjudas läkemedelsbehandling i ett nytt stort nordiskt forskningsprojekt som väntas starta redan i höst .	att	8	9	10	erbjuda	1	1	2	4	s-form	1	0			1	0			5	och	och	other	KN	before	news	08	19				PN HP VB PC KN JJ NN VB IE VB NN PP DT JJ JJ JJ NN HP VB VB AB PP NN MAD			
2479	DN1987	3318457	1987		Nästa steg är att facklärarnas veto ska prövas av arbetsdomstolen , innan dess kommer inget nytt att hända .	att	14	17	18	hända	3	10	4	13	active	1	1	9	52	1	0			16	nytt	ny	other	JJ	after	news	08	26				JJ NN VB SN NN NN VB VB PP NN MID SN AB VB DT JJ IE VB MAD			
2480	DN1987	3320409	1987		Värtaverket , säger Carlsson , är ett exempel på en anläggning som dramatiskt kommer att minska utsläppen jämfört med tidigare värmeanläggningar , och måste därför betraktas som en framgångsrik miljösatsning .	att	14	15	16	minska	1	1	2	4	active	1	0			1	0			12	som	som	other	HP	before	news	08	25				NN MID VB PM MID VB DT NN PP DT NN HP AB VB IE VB NN AB PP JJ NN MID KN VB AB VB KN DT JJ NN MAD			
2481	DN1987	3321559	1987		Även denna gång kommer Israel att placeras i Oceanien-gruppen .	att	4	6	7	placera	2	7	3	10	s-form	1	0			1	0			5	Israel	Israel	other	PM	after	news	08	22				AB DT NN VB PM IE VB PP NN MAD			
2482	DN1987	3329608	1987		Som ett av många graverande exempel kan nämnas att SKB med stöd av bl a SSI och SKI i populariserade presentationer av projektet förklarat att avfallets farlighet om 500 år kommer att motsvara farligheten hos ' vanlig matjord ' .	att	31	32	33	motsvara	1	1	2	4	active	1	2	6	26	1	0			27	farlighet	farlighet	other	NN	before	news	08	24				KN RG PP JJ PC NN VB VB SN PM PP NN PP NN NN PM KN PM PP PC NN PP NN VB SN NN NN PP RG NN VB IE VB NN PP PAD JJ NN PAD MAD			
2483	DN1987	3329678	1987		Utgår man nämligen från SKB:s egen preliminära säkerhetsrapport och räknar ut vad som kommer att rymmas i en liter av lagrets ' matjord ' år 2510 , så handlar det om ca 1 miljon becquerel och en dödlig dos plutonium .	att	14	15	16	rymmas	1	1	2	4	s-form	1	0			1	0			12	vad	vad	other	HP	before	news	08	24				VB PN AB PP PM JJ JJ NN KN VB PL HP HP VB IE VB PP DT NN PP NN PAD NN PAD NN RG MID AB VB PN PP AB RG RG NN KN DT JJ NN NN MAD			
2484	DN1987	3329975	1987		Men det är ändå i Nicaragua och El Salvador som den centralamerikanska fredsplanen kommer att ställas på avgörande prov .	att	14	15	16	ställa	1	1	2	4	s-form	1	0			1	0			0						news	08	22				KN PN VB AB PP PM KN PM PM KN DT JJ NN VB IE VB PP PC NN MAD			
2485	DN1987	3332425	1987		Det är alltså för att förhindra att sjukdomen kommer tillbaka som man vill använda vaccinet .	omission	9	0	14	använda	5	19	5	19	active	1	2	2	10	0	0			8	sjukdomen	sjukdom	other	NN	before	news	08	22				PN VB AB PP IE VB SN NN VB AB HA PN VB VB NN MAD			
2486	DN1987	3333837	1987		Konstnärerna kommer inte att slippa ifrån att betala sociala avgifter på sina inkomster .	att	2	4	5	slippa	2	5	3	8	active	2	0			1	1	2	6	1	Konstnärerna	konstnär	other	NN	before	news	08	26				NN VB AB IE VB PL IE VB JJ NN PP PS NN MAD			
2487	DN1987	3334084	1987		Och jag kommer personligen att rekommendera internationella olympiska kommittén ( IOK ) att snarast ta upp Probenecid på listan över förbjudna ämnen , för att vi ska kunna stoppa användandet , säger Vasquez Rana .	omission	3	0	6	rekommendera	2	12	3	15	active	1	0			1	2	5	37	2	jag	jag	other	PN	before	news	08	20				KN PN VB AB IE VB JJ JJ NN PAD PM PAD IE AB VB PL NN PP NN PP PC NN MID PP SN PN VB VB VB NN MID VB PM NN MAD			
2488	DN1987	3334939	1987		Strax före sommaruppehållet nådde beskedet ut att denna den största omdaningen i kommunens historia bara delvis kommer att kunna genomföras 1988 .	att	17	18	19	kunna	1	1	2	4	active	2	1	10	54	1	0			11	omdaningen	omdaning	other	NN	before	news	08	20				AB PP NN VB NN PL SN DT DT JJ NN PP NN NN AB AB VB IE VB VB RG MAD			
2489	DN1987	3336526	1987		De ska sitta med två meters lucka och kommer att täcka en av långväggarna helt .	att	9	10	11	täcka	1	1	2	4	active	1	0			1	0			0						news	08	26				PN VB VB PP RG NN NN KN VB IE VB DT PP NN AB MAD			
2490	DN1987	3337731	1987		Olika förslag kommer att läggas undan för undan och den trafikpolitiska propositionen kommer att läggas fram inom ett halvår .	att	3	4	5	lägga	1	1	2	4	s-form	1	0			1	1	9	54	2	förslag	förslag	other	NN	before	news	08	25				JJ NN VB IE VB PL PP AB KN DT JJ NN VB IE VB PL PP DT NN MAD			
